,overall,style,reviewText,summary
459,3,{'Format:': ' DVD'},"['60s', 'brit', 'tv', 'show', 'never', 'one', 'faves', 'low', 'budget', 'james', 'bond', 'spoof', 'bond', 'spoof', 'cold', 'war', 'spies', 'general', 'though', 'low', 'budget', 'despite', 'three', 'big', 'name', 'stars', 'film', 'never', 'quite', 'takes', 'seeming', 'instead', 'like', 'nothing', 'much', 'well', 'high', 'budget', 'tv', 'show', '60s', 'sexual', 'tension', 'agent', 'john', 'steed', 'mrs', 'peel', 'highly', 'suggestive', 'stuff', 'today', 'seems', 'quaint', 'almost', 'literary', 'never', 'mind', 'plot', 'mishmash', 'bond', 'crossed', 'lord', 'rings', 'special', 'effects', 'mumbojumbo', 'megalomaniac', 'controlling', 'weather', 'whole', 'point', 'movie', 'archness', 'sometimes', 'works', 'often', 'tedium', 'watch', 'nothing', 'else']",Low-key fluff
460,1,{'Format:': ' DVD'},"['combine', 'worst', 'elements', 'wild', 'wild', 'west', 'batman', 'robin', 'get', 'god', 'awful', 'mess', 'film', 'confused', 'tonally', 'made', 'poorly', 'made', 'poorly', 'score', 'blown', 'barely', 'fits', 'within', 'scene', 'dialogue', 'atrocious', 'acting', 'embarrassing', 'involved', 'plot', 'convoluted', 'get', 'single', 'genuinely', 'good', 'moment', 'found', 'first', 'tone', 'never', 'baffled', 'filmmakers', 'going', 'film', 'really', 'strike', 'serious', 'never', 'struck', 'comedy', 'parody', 'either', 'even', 'campy', 'never', 'seen', 'tv', 'series', 'god', 'think', 'people', 'dressing', 'teddy', 'bear', 'costumes', 'right', 'sean', 'connery', 'bunch', 'people', 'board', 'room', 'wear', 'teddy', 'bear', 'suits', 'know', 'teddy', 'bear', 'suits', 'earthly', 'idea', 'way', 'sort', 'charming', 'way', 'toys', 'robin', 'williams', 'crazy', 'world', 'charm', 'zapped', 'utter', 'incomprehensibility', 'injected', 'scene', 'scene', 'painful', 'scene', 'sean', 'connery', 'gets', 'cane', 'stuck', 'lightning', 'comes', 'zaps', 'carries', 'lightning', 'bolt', 'strike', 'mean', 'sean', 'connery', 'cane', 'whole', 'time', 'casting', 'forget', 'fact', 'basically', 'mr', 'freeze', 'weather', 'puns', 'instead', 'ice', 'puns', 'said', 'great', 'sean', 'connery', 'real', 'offender', 'film', 'uma', 'thurman', 'yes', 'uma', 'batman', 'robin', 'also', 'bad', 'picking', 'skills', 'part', 'gosh', 'miscast', 'actress', 'boston', 'character', 'england', 'speaks', 'english', 'accent', 'boy', 'show', 'oh', 'wait', 'also', 'gets', 'fight', 'clone', 'named', 'evil', 'peel', 'gets', 'say', 'line', 'saved', 'yes', 'actual', 'dialogue', 'movie', 'one', 'funnier', 'lines', 'ralph', 'fiennes', 'believe', 'actually', 'film', 'actually', 'joseph', 'ralph', 'face', 'quality', 'puts', 'granted', 'character', 'basically', 'gets', 'fight', 'umbrellas', 'drink', 'tea', 'speak', 'polite', 'british', 'accent', 'gosh', 'put', 'little', 'emotion', 'rumored', '50', 'minutes', 'cut', 'film', 'right', 'release', 'sacrificing', 'lot', 'coherentness', 'make', 'bad', 'movie', 'believe', 'always', 'bad', 'movie', 'amount', 'extra', 'scenes', 'could', 'make', 'even', 'decent', 'movie', 'core', 'bad', 'film', 'going', 'dialogue', 'explaining', 'steed', 'peel', 'come', 'wynter', 'fortress', 'plastic', 'bubbles', 'going', 'dialogue', 'explaining', 'need', 'create', 'mechanical', 'bees', 'list', 'goes', 'end', 'would', 'prolonged', 'awfulness', 'long', 'stay', 'away', 'avengers', 'costs', 'go', 'watch', 'avengers', 'god', 'knows', 'bunch', 'superheros', 'believable', 'entertaining', 'british', 'spies']","Rain or Shine, All is Mine!"
461,1,{'Format:': ' DVD'},"['remember', 'last', 'time', 'turned', 'movie', 'sheer', 'boredom', 'daugher', 'watching', 'elmo', 'potty', 'time', 'even', 'show', 'able', 'hold', 'attention', 'entire', 'program', 'seriously', 'tried', 'watch', 'movie', 'two', 'different', 'occasions', 'failed', 'make', 'want', 'watch', 'thru', 'conclusion', 'times', 'found', 'distracted', 'least', 'little', 'thing', 'watching', 'bird', 'window', 'counting', 'many', 'times', 'ceiling', 'fan', 'rotated', 'every', '60', 'seconds', 'trying', 'determine', 'number', 'constant', 'variable', 'constant', 'many', 'rotations', 'vary', 'per', 'minute', 'pattern', 'variation', 'lunch', 'blt', 'sandwich', 'maybe', 'bacon', 'mmmm', 'bacon', 'sorry', 'back', 'review', 'never', 'seen', 'episode', 'original', 'tv', 'show', 'element', 'familiarity', 'help', 'read', 'reviews', 'similarities', 'tv', 'show', 'movie', 'people', 'may', 'say', 'since', 'watched', 'whole', 'movie', 'right', 'give', 'bad', 'review', 'say', 'fact', 'could', 'watch', 'whole', 'thing', 'speaks']",Could not watch the whole thing.
462,1,{'Format:': ' DVD'},"['even', 'though', 'ten', 'years', 'older', 'clear', 'director', 'jeremiah', 'chechik', 'clue', 'made', 'tv', 'version', 'draw', 'diana', 'rigg', 'cast', 'diana', 'rigg', 'forget', 'remake', 'val', 'kilmer', 'took', 'role', 'saint', 'casting', 'agent', 'elisabeth', 'leustig', 'director', 'phillip', 'noyce', 'clear', 'present', 'danger', 'patriot', 'games', 'right', 'stuff', 'revive', 'british', 'staple', '60', 'television', 'noyce', 'directing', 'avengers', '1998', 'well', 'coupled', 'another', 'incredible', 'music', 'score', 'graeme', 'revell', 'doubt', 'would', 'dy', 'mite', 'even', 'close', 'keep', 'fingers', 'crossed', '2012', 'version']",Maybe the 2012 will fare better?!?
463,3,{'Format:': ' DVD'},"['age', 'director', 'cuts', 'extended', 'additions', 'irony', 'films', 'need', 'restoration', 'ones', 'never', 'get', 'thus', 'weinsteins', 'chose', 'restore', 'fall', 'roman', 'empire', 'mgm', 'ua', 'chose', 'ignore', 'existing', 'four', 'hour', 'rough', 'cut', 'version', 'tony', 'richardson', 'charge', 'light', 'brigade', 'actually', 'put', 'cut', 'version', 'theatrical', 'version', 'much', 'troubled', '1998', 'movie', 'version', 'avengers', 'never', 'seen', 'originally', 'intended', 'catastrophe', 'often', 'portrayed', 'studio', 'blame', 'reaction', 'violating', 'quid', 'pro', 'quo', 'relationship', 'press', 'screening', 'critics', 'public', 'relations', 'disaster', 'lead', 'many', 'publications', 'imposing', 'blacklist', 'articles', 'films', 'months', 'picking', 'turkey', 'year', 'warner', 'bros', '75th', 'anniversary', 'year', 'certainly', 'good', 'one', 'flop', 'flop', 'turning', 'planned', 'celebrations', 'commiserations', 'perhaps', 'year', 'would', 'less', 'pressure', 'trying', 'turn', 'always', 'optimistically', 'surreal', 'cult', 'item', 'blockbuster', 'despite', 'increasingly', 'bad', 'word', 'mouth', 'time', 'emerged', 'lengthy', 'post', 'production', 'film', 'covered', 'head', 'toe', 'self', 'inflicted', 'wounds', 'started', 'two', 'hour', 'plus', 'running', 'time', 'went', '101', 'minute', 'compromise', 'cut', 'released', 'version', 'ran', '81', 'minutes', 'without', 'credits', 'michael', 'kamen', 'original', 'score', 'replaced', 'quickie', 'effort', 'joel', 'mcneely', 'tried', 'unsuccessfully', 'make', 'conventional', 'audience', 'unfamiliar', 'series', 'alienating', 'original', 'fans', 'surprise', 'try', 'edit', 'length', 'tv', 'episode', 'even', 'troubled', 'movie', 'version', 'saint', 'lost', 'last', '20', 'minutes', 'process', 'simply', 'turned', 'interesting', 'misfire', 'much', 'shorter', 'confusing', 'misfire', 'ended', 'something', 'surreal', 'mainstream', 'audiences', 'mainstream', 'avengers', 'fans', 'bfi', 'offered', 'chance', 'screen', 'preserve', 'original', 'cut', '1999', 'typically', 'blew', 'bothering', 'return', 'studio', 'calls', 'loss', 'original', 'heavily', 'trailered', 'opening', 'certainly', 'huge', 'mistake', 'instead', 'seeing', 'mrs', 'peel', 'breaking', 'destroying', 'weather', 'station', 'something', 'triggers', 'plot', 'variation', 'original', 'show', 'surfeit', 'h20', 'man', 'flint', 'weather', 'controlling', 'eccentric', 'millionaire', 'holding', 'world', 'ransom', 'film', 'opens', 'steed', 'taking', 'policemen', 'milkmen', 'machine', 'gun', 'toting', 'nannies', 'bowler', 'brolly', 'enjoyable', 'enough', 'introductory', 'scene', 'essential', 'understanding', 'going', 'first', 'many', 'plot', 'holes', 'film', 'left', 'still', 'least', 'film', 'problems', 'plus', 'side', 'ralph', 'fiennes', 'wisely', 'attempt', 'patrick', 'mcnee', 'impersonation', 'steed', 'opting', 'formal', 'slightly', 'reserved', 'approach', 'lacks', 'macnee', 'effortless', 'bonhomie', 'works', 'well', 'enough', 'terms', 'jim', 'broadbent', 'makes', 'good', 'mother', 'eileen', 'atkins', 'cameo', 'originally', 'intended', 'diana', 'rigg', 'effortlessly', 'steals', 'scenes', 'good', 'form', 'everyone', 'else', 'indeed', 'miscasting', 'epic', 'scale', 'fiona', 'shaw', 'overacting', 'england', 'yet', 'father', 'eddie', 'izzard', 'exuding', 'menace', 'fluffy', 'kitten', 'uma', 'thurman', 'delivering', 'turn', 'bad', 'enough', 'make', 'sorry', 'cast', 'elizabeth', 'hurley', 'mrs', 'peel', 'instead', 'feel', 'almost', 'sorry', 'wonder', 'ever', 'got', 'another', 'job', 'comedy', 'accent', 'sophisticated', 'banter', 'action', 'scenes', 'hit', 'cutting', 'room', 'floor', 'reduces', 'much', 'clotheshorse', 'absolutely', 'chemistry', 'fiennes', 'another', 'nail', 'coffin', 'sadly', 'performance', 'matched', 'originally', 'seemed', 'film', 'great', 'casting', 'coup', 'sean', 'connery', 'showing', 'keen', 'commercial', 'instinct', 'led', 'turn', 'x', 'men', 'lord', 'rings', 'mask', 'zorro', 'gives', 'career', 'worst', 'performance', 'first', 'role', 'villain', 'since', '1959', 'tarzan', 'greatest', 'adventure', '1984', 'sword', 'valiant', 'looking', 'like', 'windsor', 'davies', 'playing', 'dirty', 'old', 'man', 'without', 'restraint', 'introductory', 'single', 'entendre', 'scene', 'thurman', 'painful', 'watch', 'flounders', 'mistimes', 'every', 'line', 'kind', 'thing', 'expect', 'robbie', 'moffat', 'film', 'amateur', 'actors', 'get', 'one', 'take', 'goes', 'picture', 'whether', 'fluff', 'stressed', 'enough', 'absolutely', 'awful', 'much', 'film', 'considering', 'often', 'connery', 'double', 'stood', 'peter', 'sellers', 'style', 'even', 'non', 'action', 'scenes', 'star', 'feuds', 'director', 'producer', 'shades', 'lxg', 'find', 'wondering', 'better', 'moments', 'may', 'even', 'lot', 'good', 'teddy', 'bear', 'scene', 'spot', 'worthy', 'original', 'show', 'patrick', 'mcnee', 'cameo', 'non', 'appearance', 'fun', 'lot', 'roger', 'pratt', 'dour', 'photography', 'overcompensates', 'primary', 'colors', 'stuart', 'craig', 'production', 'design', 'anthony', 'powell', 'costumes', 'yet', 'mess', 'often', 'stops', 'making', 'sense', 'thanks', 'unsubtle', 'editing', 'still', 'surprisingly', 'watchable', 'enough', 'moments', 'work', 'give', 'hint', 'could', 'keep', 'soldiering', 'patches', 'fall', 'flat', 'shame', 'probably', 'never', 'see', 'film', 'way', 'originally', 'intended', 'judge', 'merits', 'rather', 'studio', 'second', 'guessing', 'much', 'way', 'extras', 'trailer', 'som', 'e', 'text', 'notes', 'though', 'disc', 'acceptable', 'widescreen', 'transfer']",Not a catastrophe but certainly a mess
464,1,{'Format:': ' DVD'},"['used', 'watch', 'show', 'teen', 'would', 'catch', 'e', 'used', 'come', 'sure', 'campy', 'fun', 'watch', 'movie', 'luck', 'doomed', 'minute', 'director', 'screamed', 'action', 'whole', 'plot', 'involves', 'asinine', 'scheme', 'august', 'de', 'wynter', 'played', 'sean', 'connery', 'control', 'world', 'weather', 'british', 'secret', 'service', 'assign', 'emma', 'peel', 'uma', 'thurman', 'john', 'steed', 'ralph', 'fiennes', 'case', 'story', 'also', 'involves', 'plot', 'twist', 'one', 'head', 'secret', 'service', 'affectionately', 'called', 'mother', 'cahoots', 'sir', 'wynter', 'laughing', 'cheesy', 'dialogue', 'cracking', 'hackneyed', 'fight', 'scenes', 'overacting', 'sean', 'connery', 'seems', 'fun', 'chewing', 'scenery', 'even', 'though', 'advised', 'people', 'watch', 'chemistry', 'ralph', 'fiennes', 'uma', 'thurman', 'non', 'existent', 'mechanical', 'bees', 'teddy', 'bear', 'costumes', 'nice', 'movie', 'pre', 'screened', 'reason', 'sean', 'connery', 'warn', 'people', 'see', 'movie', 'put', 'two', 'two', 'together', 'see', 'outcome', 'people', 'overact', 'like', 'going', 'style', 'humor', 'par', 'roger', 'moore', 'james', 'bond', 'flicks', 'premise', 'pretty', 'juvenile', 'liked', 'show', 'hate', 'movie']",Who will avenge the audience?
465,1,{'Format:': ' DVD'},"['improve', 'perfection', 'original', 'series', 'diana', 'rigg', 'one', 'best', 'ever', 'campy', 'perfectly', 'synchronized', 'oddities', '1960s', 'design', 'worldview', 'style', 'told', 'good', 'short', 'stories', 'wonderful', 'world', 'unto', 'contrast', 'film', 'tries', 'camp', 'without', 'synching', 'times', 'old', 'fashioned', 'chemistry', 'traduces', 'emma', 'steed', 'wonderful', 'sexual', 'tension', 'everything', 'else', 'implied', 'never', 'shown', 'weird', 'yet', 'believable', 'story', 'fails', 'utterly', 'film', 'bad', 'like', 'making', 'comic', 'book', 'version', 'comic', 'book', 'fiennis', 'thurman', 'utterly', 'lack', 'chemistry', 'spite', 'great', 'talent', 'plot', 'simply', 'stupidly', 'unbelievable', 'think', 'worst', 'tv', 'remake', 'ever', 'seen', 'answers', 'question', 'try', 'exploit', 'perfection', 'slapping', 'together', 'stupid', 'film', 'recommended', 'far', 'better', 'things', 'waste', 'one', 'time']",unforgivably bad
466,1,{'Format:': ' DVD'},"['sean', 'connery', 'evil', 'scientist', 'wants', 'blackmail', 'major', 'countries', 'evil', 'device', 'wreak', 'havoc', 'world', 'avengers', 'must', 'find', 'stop', 'even', 'great', 'connery', 'save', 'dog', 'dvd', 'discount', 'bins', 'walmart', 'although', 'performance', 'brings', 'class', 'sham', 'ralph', 'fiennes', 'outstanding', 'actor', 'many', 'things', 'one', 'missed', 'brilliant', 'sparkle', 'british', 'get', 'brilliant', 'movies', 'schindler', 'list', 'another', 'one', 'hit', 'misses', 'familiar', 'uma', 'thurman', 'know', 'lot', 'people', 'drool', 'obvious', 'however', 'also', 'chic', 'magic', 'original', 'mrs', 'peel', 'possessed', 'plot', 'scenery', 'remind', 'well', 'made', 'computer', 'animation', 'game', 'today', 'audience', 'accepts', 'sort', 'near', 'realism', 'could', 'without', 'would', 'enjoyed', 'thought', 'provoking', 'plot', 'lines', 'one', 'worth', 'watch', 'one', 'premium', 'movie', 'channels', 'bored', 'hoping', 'another', 'sequel', 'made', 'enough', 'waste', 'money', 'film']",Nice concept wrong times
467,1,{'Format:': ' DVD'},"['count', 'one', 'hand', 'number', 'movies', 'actually', 'stopped', 'middle', 'bad', 'tolerate', 'watching', 'rest', 'pathetic', 'movie', 'one', 'sure', 'thinking', 'plot', 'slow', 'british', 'humor', 'lamer', 'normal', 'earth', 'giant', 'grateful', 'dead', 'esque', 'teddy', 'bear', 'costumes', 'thing', 'worse', 'watching', 'movie', 'fact', 'originally', 'confused', 'something', 'else', 'realize', 'seen', 'part', 'cable', 'ended', 'trying', 'watch', 'see', 'realliy', 'bad', 'indeed', 'sit', '1', '3', 'time', 'either', 'james', 'bond', '007', 'big', 'dud']",Ugh.. Make it stop...
468,1,{'Format:': ' DVD'},"['cast', 'source', 'work', 'great', 'alas', 'shot', 'foot', 'bomb', 'next', 'wild', 'wild', 'west', 'worst', 'v', 'show', 'movie', 'ever', 'made']","They blew this one from the word ""Go"""
469,1,{'Format:': ' DVD'},"['like', 'bad', 'movies', 'sometimes', 'especially', 'ones', 'big', 'budgets', 'reviews', 'right', 'bad', 'movie', 'fan', 'seen', 'many', 'original', 'avengers', 'preconceived', 'ideas', 'way', 'story', 'go', 'really', 'wanted', 'enjoy', 'big', 'budget', 'bad', 'movie', 'start', 'bad', 'found', 'lack', 'chemistry', 'actors', 'unbearable', 'like', 'acting', 'separate', 'movies', 'sort', 'screen', 'feud', 'going', 'refuse', 'talk', 'appalling', 'delivery', 'lines', 'apparently', 'written', 'someone', 'severe', 'lack', 'imagination', 'sence', 'humor', 'also', 'seen', 'movie', 'sean', 'connery', 'would', 'wonder', 'actor', 'bear', 'suit', 'finest', 'hour', 'although', 'pretty', 'funny', 'also', 'wonder', 'casting', 'supporting', 'role', 'henchman', 'lines', 'given', 'stand', 'comedian', 'eddie', 'izzard', 'known', 'non', 'stop', 'talker', 'course', 'one', 'cuss', 'word', 'whole', 'movie', 'swear', 'eddie', 'izzard', 'voice', 'first', 'place', 'dubded', 'word', 'finely', 'movie', 'get', 'star', 'location', 'shots', 'bad', 'enjoy', 'opportunity', 'see', 'deeply', 'respected', 'actor', 'connery', 'make', 'fool', 'gigiant', 'bear', 'suit', 'really', 'must', 'find', 'bad', 'rent']","Everyone was right, this is bad!"
470,2,{'Format:': ' DVD'},"['one', 'clamoring', 'big', 'screen', 'remake', 'classic', 'avengers', 'tv', 'series', 'hollywood', 'listen', 'churned', 'forgettable', 'box', 'office', 'fiasco', 'despite', 'impressive', 'visual', 'style', 'finished', 'product', 'made', 'good', 'cast', 'look', 'terribly', 'foolish', 'ironically', 'film', 'positive', 'aspect', 'introducing', 'new', 'viewers', 'original', 'exploits', 'john', 'steed', 'emma', 'peel']",Another Hopeless TV Retread
471,3,{'Format:': ' DVD'},"['20th', 'century', 'fox', 'double', 'sided', 'dvd', 'years', 'ago', 'keep', 'buy', 'set', 'replacement', 'seaasons', '1', '4', 'another', 'reviewer', 'suggested', 'new', 'shout', 'seasons', '1', '4', 'video', 'quality', 'beyond', 'superior', 'awful', 'two', 'sided', 'discs', 'sets', 'bought', 'set', 'reviewer', 'comments', 'compared', 'several', 'episodes', 'season', '1', '4', 'side', 'side', 'basis', 'identical', 'video', 'quality', 'fact', 'great', 'disappointment', 'shout', 'seasons', '5', '6', 'noticeably', 'poorer', 'video', 'quality', 'compared', 'seasons', '1', '4', 'looks', 'though', 'shout', 'simply', 'took', '20th', 'century', 'fox', 'two', 'sided', 'dvd', 'duplicated', 'slapping', 'old', 'vhs', 'recordings', 'seasons', '5', '6', 'onto', 'new', 'dvd', 'shout', 'clearly', 'want', 'spend', 'money', 'digital', 'remastering', 'additionally', 'new', 'shout', 'version', 'subtitles', 'seasons', 'unlike', 'original', '20th', 'century', 'fox', 'release', 'still', 'better', 'seasons', '5', '6', 'gave', 'shout', '3', 'stars', 'releasing', 'seasons', '5', '6', 'shout', 'high', 'quality', 'organization', 'claimed', 'seasons', '5', '6', 'released', 'separately', 'buy', 'instead', 'duplicating', 'seasons', '1', '4', 'complete', 'series', 'offering', 'course', 'seasons', 'buy', 'complete', 'series']",Poor Video Quality In Seasons 5 And 6
